Timestamp,Elapsed_Time_from_FM,Measured_Flow_Rate_FM(sccm)
2024-10-16 11:54:04.374,0,31.6406264901161
2024-10-16 11:54:04.439,0.065,32.8124985098839
2024-10-16 11:54:04.566,0.192,147.656247019768
2024-10-16 11:54:04.631,0.257,127.343744039536
2024-10-16 11:54:04.694,0.32,1617.96879768372
2024-10-16 11:54:04.759,0.385,4726.5625
2024-10-16 11:54:04.822,0.448,6432.81269073486
2024-10-16 11:54:04.887,0.513,7391.40605926514
2024-10-16 11:54:04.950,0.576,8032.81211853027
2024-10-16 11:54:05.013,0.639,8643.35918426514
2024-10-16 11:54:05.078,0.704,9259.765625
2024-10-16 11:54:05.142,0.768,9600.39043426514
2024-10-16 11:54:05.206,0.832,9979.68769073486
2024-10-16 11:54:05.270,0.896,10331.2501907349
2024-10-16 11:54:05.334,0.96,10561.3279342651
2024-10-16 11:54:05.398,1.024,10648.8285064697
2024-10-16 11:54:05.463,1.089,10764.8439407349
2024-10-16 11:54:05.527,1.153,10824.21875
2024-10-16 11:54:05.591,1.217,10873.046875
2024-10-16 11:54:05.655,1.281,10815.2341842651
2024-10-16 11:54:05.718,1.344,10771.484375
2024-10-16 11:54:05.781,1.407,10751.5621185303
2024-10-16 11:54:05.846,1.472,10816.7972564697
2024-10-16 11:54:05.909,1.535,10819.1404342651
2024-10-16 11:54:05.974,1.6,10850.7814407349
2024-10-16 11:54:06.039,1.665,10864.8433685303
2024-10-16 11:54:06.103,1.729,10925.3902435303
2024-10-16 11:54:06.167,1.793,10986.7191314697
2024-10-16 11:54:06.230,1.856,11081.2501907349
2024-10-16 11:54:06.294,1.92,11093.3589935303
2024-10-16 11:54:06.357,1.983,11097.65625
2024-10-16 11:54:06.422,2.048,11098.8283157349
2024-10-16 11:54:06.487,2.113,11120.7027435303
2024-10-16 11:54:06.550,2.176,11255.4683685303
2024-10-16 11:54:06.614,2.24,11295.7029342651
2024-10-16 11:54:06.678,2.304,11360.9371185303
2024-10-16 11:54:06.742,2.368,11280.8589935303
2024-10-16 11:54:06.806,2.432,11121.09375
2024-10-16 11:54:06.870,2.496,11063.6720657349
2024-10-16 11:54:06.934,2.56,11016.0160064697
2024-10-16 11:54:06.999,2.625,11093.75
2024-10-16 11:54:07.062,2.688,11162.109375
2024-10-16 11:54:07.125,2.751,11239.0623092651
2024-10-16 11:54:07.188,2.814,11386.3277435303
2024-10-16 11:54:07.253,2.879,11394.53125
2024-10-16 11:54:07.317,2.943,11428.1253814697
2024-10-16 11:54:07.381,3.007,11475.3904342651
2024-10-16 11:54:07.446,3.072,11444.1404342651
2024-10-16 11:54:07.509,3.135,11437.5
2024-10-16 11:54:07.574,3.2,11428.1253814697
2024-10-16 11:54:07.638,3.264,11432.8126907349
2024-10-16 11:54:07.702,3.328,11437.5
2024-10-16 11:54:07.765,3.391,11505.0783157349
2024-10-16 11:54:07.828,3.454,11589.84375
2024-10-16 11:54:07.892,3.518,11647.6564407349
2024-10-16 11:54:07.957,3.583,11630.4683685303
2024-10-16 11:54:08.021,3.647,11551.5623092651
2024-10-16 11:54:08.085,3.711,11471.0941314697
2024-10-16 11:54:08.150,3.776,11454.2970657349
2024-10-16 11:54:08.213,3.839,11300.78125
2024-10-16 11:54:08.277,3.903,11241.0154342651
2024-10-16 11:54:08.341,3.967,11240.234375
2024-10-16 11:54:08.405,4.031,11363.28125
2024-10-16 11:54:08.469,4.095,11334.3753814697
2024-10-16 11:54:08.533,4.159,11320.7035064697
2024-10-16 11:54:08.597,4.223,11310.1558685303
2024-10-16 11:54:08.661,4.287,11374.6089935303
2024-10-16 11:54:08.725,4.351,11445.3125
2024-10-16 11:54:08.789,4.415,11416.015625
2024-10-16 11:54:08.853,4.479,11455.4691314697
2024-10-16 11:54:08.916,4.542,11421.0939407349
2024-10-16 11:54:08.982,4.608,11455.4691314697
2024-10-16 11:54:09.045,4.671,11526.5626907349
2024-10-16 11:54:09.109,4.735,11507.4214935303
2024-10-16 11:54:09.172,4.798,11538.2814407349
2024-10-16 11:54:09.237,4.863,11566.0152435303
2024-10-16 11:54:09.301,4.927,11576.171875
2024-10-16 11:54:09.365,4.991,11501.953125
2024-10-16 11:54:09.429,5.055,11505.4683685303
2024-10-16 11:54:09.492,5.118,11432.8126907349
2024-10-16 11:54:09.557,5.183,11399.2185592651
