Timestamp,Elapsed_Time_from_FM,Measured_Flow_Rate_FM(sccm)
2024-10-09 11:31:48.539,0,91.4062485098839
2024-10-09 11:31:48.620,0.081,721.484363079071
2024-10-09 11:31:48.699,0.16,4021.09384536743
2024-10-09 11:31:48.778,0.239,6401.56269073486
2024-10-09 11:31:48.859,0.32,7122.26581573486
2024-10-09 11:31:48.937,0.398,7847.26572036743
2024-10-09 11:31:49.003,0.464,8210.54649353027
2024-10-09 11:31:49.083,0.544,8563.67206573486
2024-10-09 11:31:49.162,0.623,8884.765625
2024-10-09 11:31:49.241,0.702,9073.82774353027
2024-10-09 11:31:49.322,0.783,9164.0625
2024-10-09 11:31:49.401,0.862,9137.89081573486
2024-10-09 11:31:49.465,0.926,9010.54668426514
2024-10-09 11:31:49.545,1.006,8635.54668426514
2024-10-09 11:31:49.625,1.086,8360.15605926514
2024-10-09 11:31:49.704,1.165,8183.98475646973
2024-10-09 11:31:49.769,1.23,7898.82802963257
2024-10-09 11:31:49.848,1.309,7588.28115463257
2024-10-09 11:31:49.928,1.389,7460.54697036743
2024-10-09 11:31:50.008,1.469,7294.53134536743
2024-10-09 11:31:50.072,1.533,7110.93759536743
2024-10-09 11:31:50.152,1.613,6925.39072036743
2024-10-09 11:31:50.232,1.693,6760.93769073486
2024-10-09 11:31:50.311,1.772,6539.0625
2024-10-09 11:31:50.391,1.852,6312.89052963257
2024-10-09 11:31:50.471,1.932,6172.26552963257
2024-10-09 11:31:50.534,1.995,6169.53134536743
2024-10-09 11:31:50.600,2.061,6213.67168426514
2024-10-09 11:31:50.679,2.14,6085.15644073486
2024-10-09 11:31:50.743,2.204,5941.01572036743
2024-10-09 11:31:50.823,2.284,5769.14072036743
2024-10-09 11:31:50.904,2.365,5835.15644073486
2024-10-09 11:31:50.982,2.443,5875.39052963257
2024-10-09 11:31:51.062,2.523,5865.234375
2024-10-09 11:31:51.143,2.604,5742.96855926514
2024-10-09 11:31:51.222,2.683,5824.99980926514
2024-10-09 11:31:51.303,2.764,5793.35927963257
2024-10-09 11:31:51.382,2.843,5641.40605926514
2024-10-09 11:31:51.461,2.922,5615.62490463257
2024-10-09 11:31:51.526,2.987,5578.90605926514
2024-10-09 11:31:51.606,3.067,5409.76572036743
2024-10-09 11:31:51.686,3.147,5066.40625
2024-10-09 11:31:51.766,3.227,4948.82822036743
2024-10-09 11:31:51.845,3.306,5024.60956573486
2024-10-09 11:31:51.926,3.387,5048.43759536743
2024-10-09 11:31:52.005,3.466,4858.20293426514
2024-10-09 11:31:52.085,3.546,4763.28134536743
2024-10-09 11:31:52.164,3.625,4778.12480926514
2024-10-09 11:31:52.244,3.705,4690.62519073486
2024-10-09 11:31:52.324,3.785,4546.09394073486
2024-10-09 11:31:52.404,3.865,4507.8125
2024-10-09 11:31:52.468,3.929,4520.31230926514
2024-10-09 11:31:52.549,4.01,4528.51581573486
2024-10-09 11:31:52.628,4.089,4365.234375
2024-10-09 11:31:52.707,4.168,4291.015625
2024-10-09 11:31:52.787,4.248,4312.5
2024-10-09 11:31:52.851,4.312,4371.09375
2024-10-09 11:31:52.932,4.393,4326.56240463257
2024-10-09 11:31:53.011,4.472,4324.60927963257
2024-10-09 11:31:53.091,4.552,4341.40634536743
2024-10-09 11:31:53.170,4.631,4379.68730926514
2024-10-09 11:31:53.235,4.696,4417.18769073486
2024-10-09 11:31:53.315,4.776,4533.59365463257
2024-10-09 11:31:53.393,4.854,4588.67168426514
2024-10-09 11:31:53.458,4.919,4510.93769073486
2024-10-09 11:31:53.539,5,4332.81230926514
2024-10-09 11:31:53.617,5.078,4309.76581573486
2024-10-09 11:31:53.682,5.143,4330.078125
2024-10-09 11:31:53.763,5.224,4365.62490463257
2024-10-09 11:31:53.841,5.302,4297.26552963257
2024-10-09 11:31:53.922,5.383,4190.62519073486
2024-10-09 11:31:54.001,5.462,4140.625
2024-10-09 11:31:54.082,5.543,4201.171875
2024-10-09 11:31:54.161,5.622,4274.60956573486
2024-10-09 11:31:54.242,5.703,4333.984375
2024-10-09 11:31:54.320,5.781,4336.32802963257
2024-10-09 11:31:54.385,5.846,4280.07793426514
2024-10-09 11:31:54.465,5.926,4237.10918426514
2024-10-09 11:31:54.545,6.006,4246.48427963257
2024-10-09 11:31:54.624,6.085,4164.45302963257
2024-10-09 11:31:54.705,6.166,4187.89052963257
2024-10-09 11:31:54.784,6.245,4180.07802963257
2024-10-09 11:31:54.863,6.324,4187.10947036743
2024-10-09 11:31:54.944,6.405,4241.79697036743
2024-10-09 11:31:55.023,6.484,4426.17177963257
2024-10-09 11:31:55.087,6.548,4756.64043426514
2024-10-09 11:31:55.167,6.628,4754.29677963257
2024-10-09 11:31:55.247,6.708,4419.14081573486
2024-10-09 11:31:55.311,6.772,4248.43740463257
2024-10-09 11:31:55.391,6.852,4232.03134536743
2024-10-09 11:31:55.470,6.931,4189.84365463257
2024-10-09 11:31:55.551,7.012,4082.81230926514
2024-10-09 11:31:55.630,7.091,4059.76581573486
2024-10-09 11:31:55.711,7.172,4204.29706573486
2024-10-09 11:31:55.791,7.252,4239.06230926514
2024-10-09 11:31:55.870,7.331,4133.59355926514
2024-10-09 11:31:55.950,7.411,4119.92168426514
2024-10-09 11:31:56.029,7.49,4234.375
2024-10-09 11:31:56.093,7.554,4235.93759536743
2024-10-09 11:31:56.175,7.636,4135.54668426514
2024-10-09 11:31:56.253,7.714,4175.00019073486
2024-10-09 11:31:56.333,7.794,4252.73418426514
2024-10-09 11:31:56.413,7.874,4183.20322036743
2024-10-09 11:31:56.493,7.954,4051.17177963257
2024-10-09 11:31:56.573,8.034,4117.1875
2024-10-09 11:31:56.652,8.113,4151.56269073486
2024-10-09 11:31:56.732,8.193,4164.0625
2024-10-09 11:31:56.814,8.275,4149.21855926514
2024-10-09 11:31:56.892,8.353,4110.93759536743
2024-10-09 11:31:56.956,8.417,4142.578125
2024-10-09 11:31:57.035,8.496,4168.35927963257
2024-10-09 11:31:57.100,8.561,4180.85956573486
2024-10-09 11:31:57.180,8.641,4252.34365463257
2024-10-09 11:31:57.259,8.72,4316.01572036743
2024-10-09 11:31:57.323,8.784,4398.4375
2024-10-09 11:31:57.404,8.865,4362.89072036743
2024-10-09 11:31:57.483,8.944,4249.60947036743
2024-10-09 11:31:57.564,9.025,4273.4375
2024-10-09 11:31:57.643,9.104,4311.71894073486
2024-10-09 11:31:57.723,9.184,4247.65634536743
2024-10-09 11:31:57.803,9.264,4144.53125
2024-10-09 11:31:57.882,9.343,4074.21875
2024-10-09 11:31:57.962,9.423,4144.53125
2024-10-09 11:31:58.042,9.503,4155.85947036743
